"COUNTRY","Country","BIRTH","Place of birth","GENDER","Gender","RATE","Rate","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GRC","Greece","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2001","2001","PC","Percentage","0","Units",,,9.6,,
"GRC","Greece","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2002","2002","PC","Percentage","0","Units",,,7.5,,
"GRC","Greece","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2003","2003","PC","Percentage","0","Units",,,6.6,,
"GRC","Greece","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2004","2004","PC","Percentage","0","Units",,,6.4,,
"GRC","Greece","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2005","2005","PC","Percentage","0","Units",,,6.7,,
"GRC","Greece","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2006","2006","PC","Percentage","0","Units",,,5.3,,
"GRC","Greece","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2007","2007","PC","Percentage","0","Units",,,4.9,,
"GRC","Greece","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2008","2008","PC","Percentage","0","Units",,,5,,
"GRC","Greece","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2009","2009","PC","Percentage","0","Units",,,10.4,,
"GRC","Greece","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2010","2010","PC","Percentage","0","Units",,,15.2,,
"GRC","Greece","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2011","2011","PC","Percentage","0","Units",,,21.5,,
"GRC","Greece","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2012","2012","PC","Percentage","0","Units",,,34.6,,
"GRC","Greece","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2013","2013","PC","Percentage","0","Units",,,37.3,,
"GRC","Greece","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2014","2014","PC","Percentage","0","Units",,,33.8,,
"GRC","Greece","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2015","2015","PC","Percentage","0","Units",,,31.4,,
"GRC","Greece","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2016","2016","PC","Percentage","0","Units",,,27.6,,
"GRC","Greece","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2017","2017","PC","Percentage","0","Units",,,26.2,,
"GRC","Greece","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2018","2018","PC","Percentage","0","Units",,,22.9,,
"GRC","Greece","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2019","2019","PC","Percentage","0","Units",,,23.5,,
"GRC","Greece","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2000","2000","PC","Percentage","0","Units",,,86.3,,
"GRC","Greece","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2001","2001","PC","Percentage","0","Units",,,87.4,,
"GRC","Greece","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2002","2002","PC","Percentage","0","Units",,,88.2,,
"GRC","Greece","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2003","2003","PC","Percentage","0","Units",,,90.3,,
"GRC","Greece","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2004","2004","PC","Percentage","0","Units",,,87.2,,
"GRC","Greece","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2005","2005","PC","Percentage","0","Units",,,88.5,,
"GRC","Greece","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2006","2006","PC","Percentage","0","Units",,,88.3,,
"GRC","Greece","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2007","2007","PC","Percentage","0","Units",,,88.9,,
"GRC","Greece","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2008","2008","PC","Percentage","0","Units",,,89.5,,
"GRC","Greece","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2009","2009","PC","Percentage","0","Units",,,89.8,,
"GRC","Greece","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2010","2010","PC","Percentage","0","Units",,,90.4,,
"GRC","Greece","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2011","2011","PC","Percentage","0","Units",,,89.2,,
"GRC","Greece","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2012","2012","PC","Percentage","0","Units",,,88.9,,
"GRC","Greece","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2013","2013","PC","Percentage","0","Units",,,89.7,,
"GRC","Greece","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2014","2014","PC","Percentage","0","Units",,,89,,
"GRC","Greece","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2015","2015","PC","Percentage","0","Units",,,89,,
"GRC","Greece","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2016","2016","PC","Percentage","0","Units",,,89.5,,
"GRC","Greece","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2017","2017","PC","Percentage","0","Units",,,88,,
"GRC","Greece","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,88.1,,
"GRC","Greece","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,88.5,,
"GRC","Greece","FB","Foreign-born","WMN","Women","N_RATE","Employment rate","2000","2000","PC","Percentage","0","Units",,,45,,
"GRC","Greece","FB","Foreign-born","WMN","Women","N_RATE","Employment rate","2001","2001","PC","Percentage","0","Units",,,44.4,,
"GRC","Greece","FB","Foreign-born","WMN","Women","N_RATE","Employment rate","2002","2002","PC","Percentage","0","Units",,,48.4,,
"GRC","Greece","FB","Foreign-born","WMN","Women","N_RATE","Employment rate","2003","2003","PC","Percentage","0","Units",,,48.7,,
"GRC","Greece","FB","Foreign-born","WMN","Women","N_RATE","Employment rate","2004","2004","PC","Percentage","0","Units",,,47.2,,
"GRC","Greece","FB","Foreign-born","WMN","Women","N_RATE","Employment rate","2005","2005","PC","Percentage","0","Units",,,50.2,,
"GRC","Greece","FB","Foreign-born","WMN","Women","N_RATE","Employment rate","2006","2006","PC","Percentage","0","Units",,,51.1,,
"GRC","Greece","FB","Foreign-born","WMN","Women","N_RATE","Employment rate","2007","2007","PC","Percentage","0","Units",,,49.2,,
"GRC","Greece","FB","Foreign-born","WMN","Women","N_RATE","Employment rate","2008","2008","PC","Percentage","0","Units",,,49.6,,
"GRC","Greece","FB","Foreign-born","WMN","Women","N_RATE","Employment rate","2009","2009","PC","Percentage","0","Units",,,51.2,,
"GRC","Greece","FB","Foreign-born","WMN","Women","N_RATE","Employment rate","2010","2010","PC","Percentage","0","Units",,,51.2,,
"GRC","Greece","FB","Foreign-born","WMN","Women","N_RATE","Employment rate","2011","2011","PC","Percentage","0","Units",,,47,,
"GRC","Greece","FB","Foreign-born","WMN","Women","N_RATE","Employment rate","2012","2012","PC","Percentage","0","Units",,,41.5,,
"GRC","Greece","FB","Foreign-born","WMN","Women","N_RATE","Employment rate","2013","2013","PC","Percentage","0","Units",,,39.5,,
"GRC","Greece","FB","Foreign-born","WMN","Women","N_RATE","Employment rate","2014","2014","PC","Percentage","0","Units",,,42.5,,
"GRC","Greece","FB","Foreign-born","WMN","Women","N_RATE","Employment rate","2015","2015","PC","Percentage","0","Units",,,44.4,,
"GRC","Greece","FB","Foreign-born","WMN","Women","N_RATE","Employment rate","2016","2016","PC","Percentage","0","Units",,,43.7,,
"GRC","Greece","FB","Foreign-born","WMN","Women","N_RATE","Employment rate","2017","2017","PC","Percentage","0","Units",,,42.5,,
"GRC","Greece","FB","Foreign-born","WMN","Women","N_RATE","Employment rate","2018","2018","PC","Percentage","0","Units",,,40.4,,
"GRC","Greece","FB","Foreign-born","WMN","Women","N_RATE","Employment rate","2019","2019","PC","Percentage","0","Units",,,41,,
"GRC","Greece","FB","Foreign-born","WMN","Women","U_RATE","Unemployment rate","2000","2000","PC","Percentage","0","Units",,,21.4,,
"GRC","Greece","FB","Foreign-born","WMN","Women","U_RATE","Unemployment rate","2001","2001","PC","Percentage","0","Units",,,21.6,,
"GRC","Greece","FB","Foreign-born","WMN","Women","U_RATE","Unemployment rate","2002","2002","PC","Percentage","0","Units",,,19.4,,
"GRC","Greece","FB","Foreign-born","WMN","Women","U_RATE","Unemployment rate","2003","2003","PC","Percentage","0","Units",,,15.9,,
"GRC","Greece","FB","Foreign-born","WMN","Women","U_RATE","Unemployment rate","2004","2004","PC","Percentage","0","Units",,,19.1,,
"GRC","Greece","FB","Foreign-born","WMN","Women","U_RATE","Unemployment rate","2005","2005","PC","Percentage","0","Units",,,15.6,,
"GRC","Greece","FB","Foreign-born","WMN","Women","U_RATE","Unemployment rate","2006","2006","PC","Percentage","0","Units",,,15.1,,
"GRC","Greece","FB","Foreign-born","WMN","Women","U_RATE","Unemployment rate","2007","2007","PC","Percentage","0","Units",,,14.3,,
"GRC","Greece","FB","Foreign-born","WMN","Women","U_RATE","Unemployment rate","2008","2008","PC","Percentage","0","Units",,,12.2,,
"GRC","Greece","FB","Foreign-born","WMN","Women","U_RATE","Unemployment rate","2009","2009","PC","Percentage","0","Units",,,14.5,,
"GRC","Greece","FB","Foreign-born","WMN","Women","U_RATE","Unemployment rate","2010","2010","PC","Percentage","0","Units",,,17.7,,
"GRC","Greece","FB","Foreign-born","WMN","Women","U_RATE","Unemployment rate","2011","2011","PC","Percentage","0","Units",,,23.2,,
"GRC","Greece","FB","Foreign-born","WMN","Women","U_RATE","Unemployment rate","2012","2012","PC","Percentage","0","Units",,,32.7,,
"GRC","Greece","FB","Foreign-born","WMN","Women","U_RATE","Unemployment rate","2013","2013","PC","Percentage","0","Units",,,38.9,,
"GRC","Greece","FB","Foreign-born","WMN","Women","U_RATE","Unemployment rate","2014","2014","PC","Percentage","0","Units",,,35.4,,
"GRC","Greece","FB","Foreign-born","WMN","Women","U_RATE","Unemployment rate","2015","2015","PC","Percentage","0","Units",,,32.8,,
"GRC","Greece","FB","Foreign-born","WMN","Women","U_RATE","Unemployment rate","2016","2016","PC","Percentage","0","Units",,,34.4,,
"GRC","Greece","FB","Foreign-born","WMN","Women","U_RATE","Unemployment rate","2017","2017","PC","Percentage","0","Units",,,34.2,,
"GRC","Greece","FB","Foreign-born","WMN","Women","U_RATE","Unemployment rate","2018","2018","PC","Percentage","0","Units",,,35.2,,
"GRC","Greece","FB","Foreign-born","WMN","Women","U_RATE","Unemployment rate","2019","2019","PC","Percentage","0","Units",,,34.6,,
"GRC","Greece","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2000","2000","PC","Percentage","0","Units",,,57.3,,
"GRC","Greece","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2001","2001","PC","Percentage","0","Units",,,56.7,,
"GRC","Greece","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2002","2002","PC","Percentage","0","Units",,,60.1,,
"GRC","Greece","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2003","2003","PC","Percentage","0","Units",,,57.9,,
"GRC","Greece","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2004","2004","PC","Percentage","0","Units",,,58.3,,
"GRC","Greece","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2005","2005","PC","Percentage","0","Units",,,59.4,,
"GRC","Greece","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2006","2006","PC","Percentage","0","Units",,,60.2,,
"GRC","Greece","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2007","2007","PC","Percentage","0","Units",,,57.5,,
"GRC","Greece","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2008","2008","PC","Percentage","0","Units",,,56.5,,
"GRC","Greece","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2009","2009","PC","Percentage","0","Units",,,59.9,,
"GRC","Greece","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2010","2010","PC","Percentage","0","Units",,,62.2,,
"GRC","Greece","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2011","2011","PC","Percentage","0","Units",,,61.2,,
"GRC","Greece","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2012","2012","PC","Percentage","0","Units",,,61.7,,
"GRC","Greece","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2013","2013","PC","Percentage","0","Units",,,64.6,,
"GRC","Greece","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2014","2014","PC","Percentage","0","Units",,,65.8,,
"GRC","Greece","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2015","2015","PC","Percentage","0","Units",,,66.1,,
"GRC","Greece","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2016","2016","PC","Percentage","0","Units",,,66.5,,
"GRC","Greece","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2017","2017","PC","Percentage","0","Units",,,64.6,,
"GRC","Greece","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,62.3,,
"GRC","Greece","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,62.7,,
"GRC","Greece","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2000","2000","PC","Percentage","0","Units",,,60.3,,
"GRC","Greece","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2001","2001","PC","Percentage","0","Units",,,61.1,,
"GRC","Greece","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2002","2002","PC","Percentage","0","Units",,,64.7,,
"GRC","Greece","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2003","2003","PC","Percentage","0","Units",,,66.3,,
"GRC","Greece","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2004","2004","PC","Percentage","0","Units",,,64.1,,
"GRC","Greece","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2005","2005","PC","Percentage","0","Units",,,66,,
"GRC","Greece","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2006","2006","PC","Percentage","0","Units",,,66.8,,
"GRC","Greece","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2007","2007","PC","Percentage","0","Units",,,66.6,,
"GRC","Greece","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2008","2008","PC","Percentage","0","Units",,,67.5,,
"GRC","Greece","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2009","2009","PC","Percentage","0","Units",,,66,,
"GRC","Greece","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2010","2010","PC","Percentage","0","Units",,,64,,
"GRC","Greece","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2011","2011","PC","Percentage","0","Units",,,58.4,,
"GRC","Greece","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2012","2012","PC","Percentage","0","Units",,,49.6,,
"GRC","Greece","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2013","2013","PC","Percentage","0","Units",,,47.6,,
"GRC","Greece","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2014","2014","PC","Percentage","0","Units",,,50.3,,
"GRC","Greece","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2015","2015","PC","Percentage","0","Units",,,52.2,,
"GRC","Greece","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2016","2016","PC","Percentage","0","Units",,,53.7,,
"GRC","Greece","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2017","2017","PC","Percentage","0","Units",,,52.8,,
"GRC","Greece","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2018","2018","PC","Percentage","0","Units",,,52.8,,
"GRC","Greece","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2019","2019","PC","Percentage","0","Units",,,53.3,,
"GRC","Greece","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2000","2000","PC","Percentage","0","Units",,,14.7,,
"GRC","Greece","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2001","2001","PC","Percentage","0","Units",,,14.5,,
"GRC","Greece","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2002","2002","PC","Percentage","0","Units",,,12.4,,
"GRC","Greece","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2003","2003","PC","Percentage","0","Units",,,10.3,,
"GRC","Greece","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2004","2004","PC","Percentage","0","Units",,,11.6,,
"GRC","Greece","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2005","2005","PC","Percentage","0","Units",,,10.3,,
"GRC","Greece","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2006","2006","PC","Percentage","0","Units",,,9.4,,
"GRC","Greece","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2007","2007","PC","Percentage","0","Units",,,8.7,,
"GRC","Greece","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2008","2008","PC","Percentage","0","Units",,,7.8,,
"GRC","Greece","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2009","2009","PC","Percentage","0","Units",,,12,,
"GRC","Greece","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2010","2010","PC","Percentage","0","Units",,,16.2,,
"GRC","Greece","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2011","2011","PC","Percentage","0","Units",,,22.2,,
"GRC","Greece","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2012","2012","PC","Percentage","0","Units",,,33.8,,
"GRC","Greece","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2013","2013","PC","Percentage","0","Units",,,38,,
"GRC","Greece","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2014","2014","PC","Percentage","0","Units",,,34.5,,
"GRC","Greece","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2015","2015","PC","Percentage","0","Units",,,32,,
"GRC","Greece","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2016","2016","PC","Percentage","0","Units",,,30.7,,
"GRC","Greece","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2017","2017","PC","Percentage","0","Units",,,29.9,,
"GRC","Greece","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2018","2018","PC","Percentage","0","Units",,,28.6,,
"GRC","Greece","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2019","2019","PC","Percentage","0","Units",,,28.6,,
"GRC","Greece","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2000","2000","PC","Percentage","0","Units",,,70.7,,
"GRC","Greece","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2001","2001","PC","Percentage","0","Units",,,71.5,,
"GRC","Greece","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2002","2002","PC","Percentage","0","Units",,,73.9,,
"GRC","Greece","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2003","2003","PC","Percentage","0","Units",,,73.9,,
"GRC","Greece","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2004","2004","PC","Percentage","0","Units",,,72.5,,
"GRC","Greece","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2005","2005","PC","Percentage","0","Units",,,73.6,,
"GRC","Greece","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2006","2006","PC","Percentage","0","Units",,,73.7,,
"GRC","Greece","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2007","2007","PC","Percentage","0","Units",,,72.9,,
"GRC","Greece","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2008","2008","PC","Percentage","0","Units",,,73.2,,
"GRC","Greece","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2009","2009","PC","Percentage","0","Units",,,75,,
"GRC","Greece","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2010","2010","PC","Percentage","0","Units",,,76.4,,
"GRC","Greece","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2011","2011","PC","Percentage","0","Units",,,75.1,,
"GRC","Greece","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2012","2012","PC","Percentage","0","Units",,,75,,
"GRC","Greece","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2013","2013","PC","Percentage","0","Units",,,76.7,,
"GRC","Greece","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2014","2014","PC","Percentage","0","Units",,,76.8,,
"GRC","Greece","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2015","2015","PC","Percentage","0","Units",,,76.9,,
"GRC","Greece","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2016","2016","PC","Percentage","0","Units",,,77.5,,
"GRC","Greece","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2017","2017","PC","Percentage","0","Units",,,75.3,,
"GRC","Greece","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,73.9,,
"GRC","Greece","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,74.6,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2000","2000","PC","Percentage","0","Units",,,69.4,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2001","2001","PC","Percentage","0","Units",,,68.3,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2002","2002","PC","Percentage","0","Units",,,70.1,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2003","2003","PC","Percentage","0","Units",,,74.8,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2004","2004","PC","Percentage","0","Units",,,74.6,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2005","2005","PC","Percentage","0","Units",,,72.3,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2006","2006","PC","Percentage","0","Units",,,71.8,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2007","2007","PC","Percentage","0","Units",,,74.3,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2008","2008","PC","Percentage","0","Units",,,72.9,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2009","2009","PC","Percentage","0","Units",,,74,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2010","2010","PC","Percentage","0","Units",,,69.2,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2011","2011","PC","Percentage","0","Units",,,71.1,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2012","2012","PC","Percentage","0","Units",,,73.5,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2013","2013","PC","Percentage","0","Units",,,78.4,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2014","2014","PC","Percentage","0","Units",,,82.7,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2015","2015","PC","Percentage","0","Units",,,82.4,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2016","2016","PC","Percentage","0","Units",,,82.6,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2017","2017","PC","Percentage","0","Units",,,79.3,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2018","2018","PC","Percentage","0","Units",,,78.6,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2019","2019","PC","Percentage","0","Units",,,81,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2000","2000","PC","Percentage","0","Units",,,3.5,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2001","2001","PC","Percentage","0","Units",,,1.3,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2002","2002","PC","Percentage","0","Units",,,3.5,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2003","2003","PC","Percentage","0","Units",,,2.2,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2004","2004","PC","Percentage","0","Units",,,2,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2005","2005","PC","Percentage","0","Units",,,3,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2006","2006","PC","Percentage","0","Units",,,4.1,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2007","2007","PC","Percentage","0","Units",,,2.6,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2008","2008","PC","Percentage","0","Units",,,6.3,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2009","2009","PC","Percentage","0","Units",,,8.6,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2010","2010","PC","Percentage","0","Units",,,7.6,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2011","2011","PC","Percentage","0","Units",,,8.9,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2012","2012","PC","Percentage","0","Units",,,9.8,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2013","2013","PC","Percentage","0","Units",,,7.4,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2014","2014","PC","Percentage","0","Units",,,4,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2015","2015","PC","Percentage","0","Units",,,5.2,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2016","2016","PC","Percentage","0","Units",,,5.1,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2018","2018","PC","Percentage","0","Units",,,4.3,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2019","2019","PC","Percentage","0","Units",,,2.6,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2000","2000","PC","Percentage","0","Units",,,71.8,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2001","2001","PC","Percentage","0","Units",,,69.2,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2002","2002","PC","Percentage","0","Units",,,72.6,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2003","2003","PC","Percentage","0","Units",,,76.5,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2004","2004","PC","Percentage","0","Units",,,76.1,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2005","2005","PC","Percentage","0","Units",,,74.5,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2006","2006","PC","Percentage","0","Units",,,74.9,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2007","2007","PC","Percentage","0","Units",,,76.3,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2008","2008","PC","Percentage","0","Units",,,77.8,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2009","2009","PC","Percentage","0","Units",,,80.9,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2010","2010","PC","Percentage","0","Units",,,74.9,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2011","2011","PC","Percentage","0","Units",,,78.1,,
"HUN","Hungary","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2012","2012","PC","Percentage","0","Units",,,81.5,,
